ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
208,美萍珠宝严选   14点开播,CNZB5566,86365,female,珠宝,0,94905,5.7w,2195.8,21.96,4.92,23,2449,3天19时52分43秒
209,老庙黄金专卖店,LMHJin1982,1828318,male,珠宝,0,263302,9.0w,2193.8,21.94,4.64,51,2703,10天15时18分51秒
210,大female王珠宝6号早上八点开播,Queenjewelryzyl,95334,female,珠宝,0,58395,6.3w,2193.6,21.94,4.97,25,5368,8天3时19分13秒
211,?唐艺(今晚7点30改成室内直播),Baobao102,21812117,female,网红,12,6227875,25.4w,2192.6,21.93,4.52,8,125,4天8时42分6秒
212,小菲菲和大冰冰（7月宠粉狂欢?）,1939544077,545717,female,美妆,8,151260,15.9w,2184.1,21.84,4.99,22,108,6天19分27秒
213,随源-隋心,lisasuixin2,207568,female,生活,10,283731,42.8w,2172.3,21.72,5,25,1344,3天15时29分39秒
214,思懿-刀客砍价王,seeMe641.,682769,female,网红,12,102912,3.1w,2170.3,21.7,4.89,93,35605,23天23时57分8秒
215,金爱罗夫妇,arrowkim,2646013,female,生活,10,1080791,24.7w,2165.8,21.66,4.85,6,226,1天8时50分33秒
216,林公子（白银生产商）,23298825256,186955,male,珠宝,0,153312,20.3w,2164.6,21.65,4.82,42,1144,3天11时59分32秒
217,华少珠宝,73309301333,76046,female,珠宝,0,60385,3.9w,2156,21.56,4.15,38,702,2天3时10分19秒
218,Host华少,165115935,1033547,male,明星,9,1731701,12.5w,2149.7,21.5,4.46,1,71,8时08分33秒
219,妃鱼奢侈品B姐妹团（全天直播）,feiyu886688,241598,female,穿搭,0,40403,1.3w,2139.4,21.39,1.65,72,7160,15天14时42分13秒
220,琪老板翡翠（早上8:30开播）,yybb220,103440,female,珠宝,0,36290,1.9w,2131.5,21.32,4.57,27,4873,6天19时4分21秒
221,爱慕官方旗舰店,aimuguanfang,312011,male,穿搭,0,112225,13.1w,2127.3,21.27,4.93,58,141,12天7时11分33秒
222,珽珽紫砂,V15852573332,239096,male,种草,14,229243,3.8w,2114.3,21.14,4.78,30,10079,8天12时52分35秒
223,Ubras官方旗舰店,Ubras2021,561988,female,穿搭,0,83585,13.1w,2111.5,21.12,4.95,75,102,19天37分43秒
224,文文面部逆龄课堂,wenwen202024,2148513,female,美妆,8,132769,21.3w,2111.1,21.11,4.99,47,66,7天16时19分15秒
225,龙哥珠宝715,29386255722,80716,male,珠宝,0,95270,9.4w,2106.4,21.06,4.3,23,786,1天17时3分7秒
226,老板娘雪大,xueda88888,589006,female,穿搭,0,87800,7.8w,2104.1,21.04,4.92,13,413,2天6时18分56秒
227,FIVE PLUSfemale装旗舰店,fiveplus2021,161125,female,穿搭,0,156188,8.5w,2084.2,20.84,4.99,55,239,16天1时55分9秒
228,王小骞,1142041417,3963896,female,教育,4,879676,13.8w,2073.5,20.74,4.86,4,180,1天18时42分13秒
229,丰回翡翠,fhfc888888,1133058,female,生活,10,153606,3.1w,2061.8,20.62,4.68,16,1435,3天8时38分35秒
230,晶咕家微胖定制 【早8:52分直播】,Jinggu88888888,741388,female,穿搭,0,202435,13.4w,2060.1,20.6,4.99,26,394,7天6时59分38秒
231,轩羽JDND 26号早晨10点直播,JDND168,505337,female,穿搭,0,195611,10.0w,2051.6,20.52,5,21,521,7天11时6分13秒
232,香影官方female装旗舰店,XYING999999,361330,female,穿搭,0,281359,9.0w,2051.7,20.52,4.77,43,349,10天23时16分12秒
233,桔夕汤汤（female表专场）,Dongbiao,255501,female,珠宝,0,34113,2914,2036.4,20.36,4.37,120,1415,26天21时55分48秒
234,泉腾腾（天使之泪珍珠）,quantengteng888,276941,female,珠宝,0,149428,6.1w,2029.6,20.3,4.99,20,302,4天4时32分14秒
235,李佳航MVP,120643458,9451354,male,明星,9,1854661,6.7w,2019.2,20.19,4.61,2,81,10时44分06秒
236,瑞丽翠控珠宝,ckzb168,509561,female,珠宝,0,41123,3.3w,2011.7,20.12,4.64,118,32127,24天21时4分20秒
237,六丑精品服装,LC1981888,122532,female,穿搭,0,181823,8.6w,2007.9,20.08,4.98,15,450,4天17时8分33秒
238,美宁家纺厂,yqg1314520,1001281,female,网红,12,230321,9.1w,2001.2,20.01,4.75,33,207,7天11时42分5秒
239,霞湖世家,131413GUO,2590136,male,穿搭,0,671576,41.9w,2000,20,4.99,34,245,21天8时55分42秒
240,小师妹翡翠,dyszueoncqjs,87533,female,珠宝,0,31481,1.5w,1999.7,20,4.09,101,17325,21天22时10分28秒
241,美誉严选,ZM823328,365195,female,穿搭,0,352982,24.4w,1981.2,19.81,4.92,29,147,5天14时48分9秒
242,九月阿布棉麻,fq2315959990,437152,female,穿搭,0,292269,9.7w,1975.6,19.76,4.85,33,34,5天6时19分16秒
243,红布林雯雯(下午6点开播),jungeplus,80276,female,穿搭,0,202136,1.8w,1975.5,19.76,4.59,22,5580,5天4时58分18秒
244,金六福荣耀（工厂直供店）,41068305893,103935,female,珠宝,0,81526,10.6w,1971.9,19.72,4.34,42,5505,3天12时35分34秒
245,大连爱自然,QianHe_7777,387417,female,穿搭,0,91661,8.9w,1971.6,21.66,4.97,28,305,4天11时47分28秒
216,LILISTUDIO·亲子装（休息中）,LL1785,504329,female,穿搭,0,102378,19.0w,1960,19.6,5,37,586,4天21时40分12秒
247,华为商城,HUAWEI_Vmall_,533365,female,科技,5,278551,6754,1957.2,19.57,4.82,18,96,2天10时2分
248,不漂亮的大漂亮,jt131420kx,810115,female,穿搭,0,373678,22.1w,1943.1,19.43,1.96,25,156,5天23时22分13秒
249,URBAN REVIVO,1444972715,789980,female,穿搭,0,210029,11.5w,1942.7,19.43,4.9,70,1031,15天12时23分52秒
250,一夕珠宝(6号中午14:30开播）,yixizhubao520,19401,female,珠宝,0,31700,4.9w,1932.2,19.32,4.72,34,6797,8天18时11分53秒
251,鸭鸭羽绒服饰旗舰店,yayadown,248594,female,穿搭,0,117357,5.3w,1927,19.27,4.91,42,76,10天4时3分24秒
252,盛唐轮公子（今晚20:55直播）,Ypyl999,17067,male,种草,14,29834,7059,1921.2,19.21,4.52,23,1305,2天11时18分8秒
253,中国黄金专卖店,zghjshop,2004123,male,珠宝,0,846284,15.5w,1919.4,19.19,4.64,21,382,4天12时50分36秒
254,真丝五一哥,VVIP51G,223021,male,穿搭,0,259477,8.4w,1910.4,19.1,5,10,178,2天1时54分55秒
255,卡思亚高级珠宝,kasiya001,682180,female,珠宝,0,983278,16.4w,1907,19.07,4.69,5,281,1天6时27分53秒
256,哈喽婷婷海鲜,50113888,2314343,female,美食,7,130966,15.9w,1904.4,19.04,4.98,102,73,6天17时42分31秒
257,周大生珠宝精选,zkdasheng,779359,male,珠宝,0,105349,5.4w,1904.4,19.04,4.88,39,111,5天19时4分16秒
258,良品铺子旗舰店,lppz2006828,1057251,female,美食,7,323159,24.0w,1895.6,18.96,4.69,34,97,23天9时35分30秒
259,AOEO,aoeoskincare,218637,female,美妆,8,125116,14.1w,1895.5,18.96,5,39,65,20天8时36分21秒
260,若谷大大,ruogudada,801397,female,网红,12,106201,2.0w,1890.9,18.91,4.72,18,542,2天13时1分55秒
261,北京箱姐,Aa13520054588,952202,female,种草,14,87161,4.7w,1878.1,18.78,4.95,31,5,22天18时36分57秒
262,赵氏集团【金大福黄金】,zhaoshijituan888,236686,female,生活,10,78146,8.9w,1877.7,18.78,4.22,50,826,3天8时1分17秒
263,小米直播间（12点开播）,xiaomizhibojian,7989777,female,科技,5,334735,2.2w,1867.9,18.68,4.51,37,123,16天1时19分43秒
261,TATA他她官方旗舰店,MISSTATA2003,440724,female,穿搭,0,133213,4.9w,1866.1,18.66,4.85,60,142,14天11时15分25秒
265,福多多珠宝1号,fddzb986,177963,male,珠宝,0,85285,7.7w,1861.8,18.62,4.3,33,25369,25天4时49分38秒
266,思嘉来了,sijialin03,27825,female,珠宝,0,23762,3.1w,1861.2,18.61,4.94,21,2037,3天3时1分22秒
267,璀璨珠宝,CCzhubao518,87938,male,珠宝,0,70495,15.3w,1852.3,18.52,4.46,42,6543,5天3时6分56秒
268,天津一家人 今晚7点直播,345184175,36416961,male,搞笑,2,576579,20.5w,1851.7,18.52,4.95,45,108,4天45分40秒
269,维格娜丝官方旗舰店,MISS.V1997,56617,female,穿搭,0,23411,1.6w,1851,18.51,4.94,80,679,19天9时27分
270,拍拍严选（手机特惠),588018450,737887,female,科技,5,149793,8422,1850.5,18.51,3.86,43,95,22天13时38分55秒
271,陈意礼,9240977,15434554,female,网红,12,1093549,9.1w,1847.3,18.47,4.64,9,244,1天58分40秒
272,安娜studio服装工作室。,x188588,506586,female,穿搭,0,205511,28.7w,1845.4,18.45,4.78,52,1848,3天8时24分9秒
273,何洁,Hedabao0325,3623429,female,明星,9,946520,3.9w,1843.4,18.43,4.54,5,171,1天1时5分24秒
274,张晨光,morni1003,3551084,male,明星,9,2464242,9.8w,1823.3,18.23,4.45,8,123,1天7时45分17秒
275,大梵翡翠,dy6fyld7sau3oy,135020,female,珠宝,0,27330,8685,1821,18.21,4.95,39,5559,23天8时17分52秒
276,杨杨服装创业(晚上7点开播),Y17307453032,425501,female,穿搭,0,280091,35.3w,1815.8,18.16,4.94,35,3568,6天15时33分35秒
277,唯品会(正在直播中),383907018,2529470,female,种草,14,234075,16.6w,1811.8,18.12,1.86,81,1095,16天7时23分11秒
278,老卢Eric·4号11点国际大牌日,16711116,681507,male,种草,14,130529,31.5w,1803.3,18.03,4.79,50,223,2天17时33分32秒
279,帅帅严选-带你识珠宝行天下,35027582950,55354,female,珠宝,0,49440,11.3w,1802.9,18.03,4.48,40,3141,4天22时16分23秒
280,诗雨品牌特卖,275500611,1435332,female,穿搭,0,619663,26.7w,1800,18,4.85,27,1921,7天12时55分37秒
281,转转官方旗舰店,1695701183,1271817,female,教育,4,223547,1.2w,1798.7,17.99,3.89,29,193,18天10时47分44秒
282,安洁利奢侈品鉴定师田哥,JD00008,2755114,male,珠宝,0,60087,3071,1797.8,17.98,4.56,86,2817,14天15时11分44秒
283,晴子,Qingzi0408,3057724,female,美食,7,689454,45.0w,1794.5,17.95,4.71,17,214,3天4时29分15秒
284,爱丽丝服饰（早晚7点直播）,JDD004,2822132,female,穿搭,0,160771,12.8w,1793.5,17.94,4.84,32,400,7天1时29分12秒
285,黛莉欧大牌服饰,dailioudapai,2052592,female,穿搭,0,224135,11.6w,1790.7,17.91,4.82,45,10804,21天6时37分29秒
286,三只松鼠,songshu0619,4663947,male,美食,7,159972,18.2w,1769.2,17.69,4.77,56,181,19天15时25分39秒
287,金六福荣耀品牌专营店,35655103949,176773,male,珠宝,0,53882,15.4w,1762.3,17.62,4.18,43,9522,4天10时29分37秒
288,电器哥梓涵,zzh09220807,747564,male,生活,10,54823,7770,1757.5,17.58,4.62,18,148,4天14时17分56秒
289,dzzit,dzzit,229831,female,穿搭,0,101831,2.8w,1756.6,17.57,4.94,44,266,10天21时59分36秒
290,媛媛female王?下午一点紫娇皮草反季！超级美,YYNW0108,2136932,female,穿搭,0,200300,3.8w,1754.7,17.55,1.66,29,1361,5天20时14分39秒
291,VERO MODA官方旗舰店,veromodabest,581613,female,穿搭,0,109196,7.0w,1754,17.54,4.91,78,667,19天11时16分5秒
292,小新的定制穿搭,7.15E+11,242877,female,穿搭,0,250349,13.9w,1753.7,17.54,1.86,27,94,3天23时59分7秒
293,特别乌啦啦,135251913,7604030,male,美食,7,6863164,32.9w,1751,17.51,4.85,2,165,18时54分56秒
294,芙娜妮轻奢原创,Youling668,1041124,female,穿搭,0,289141,10.2w,1741.5,17.42,4.83,29,262,6天3时12分51秒
295,瑞丽市众石珠宝店,lfl777666,616194,female,生活,10,74532,9843,1725.6,17.26,3.97,39,8881,29天9时2分14秒
296,是张阿星,ZAxing_,1844803,female,穿搭,0,178421,13.1w,1723.9,17.24,5,24,256,2天17时30分51秒
297,不老的爷爷（7月8号中午十二点银婚庆典）,ZhF88866,3560031,male,网红,12,162322,21.2w,1723.5,17.24,4.67,56,250,7天13时21分31秒
298,三千说表,DNsanqian,4443894,male,种草,14,191551,3994,1720.3,17.2,1.65,39,588,19天9时57分35秒
299,昔子female鞋工厂店,lunadesignshoes,761535,female,穿搭,0,162759,14.8w,1715.2,17.15,4.94,128,177,19天9分57秒
300,小花奢侈品C,Hanazg83,110071,female,珠宝,0,21273,2080,1714.8,17.15,4.32,75,4129,21天10时39分33秒
301,炮炮唐,ppt7788,1974834,female,生活,10,204523,54.2w,1712.3,17.12,5,21,217,3天15时23分19秒
302,嫣妆街（高薪招主播）,2037034374,961850,female,穿搭,0,61515,2.4w,1707,17.07,4.87,72,219,16天1时21分31秒
303,余小鱼studio,yuxiaoyu202088,690779,female,网红,12,345947,24.8w,1706.8,17.07,4.98,22,397,5天4时57分52秒
304,罗蒙官方旗舰店,romon666,1321683,male,穿搭,0,107672,20.9w,1702,17.02,4.72,90,142,22天13时20分17秒
305,雪大宝,775567767,2031868,female,美妆,8,186990,30.9w,1700.8,17.01,5,50,61,4天3时14分58秒
306,缅甸寻翠,Mdxc1688,188859,female,珠宝,0,58910,6271,1695.7,16.96,4.77,47,4,29天7时41分36秒
307,姣爷可趣儿 7月5日晚上7点半直播,jiaoye2018,432297,female,穿搭,0,170034,10.1w,1692.9,16.93,5,15,696,2天15时8分10秒
308,千颂妮-7号晚18点莲灿品牌??????,qiansongni,774807,female,生活,10,221069,6.9w,1687.7,16.88,4.66,20,686,3天6时25分32秒
309,美洋MEIYANG【每周二早上十点上新】,MEIYANG2019,7880055,female,穿搭,0,179315,7.8w,1683.6,16.84,4.99,26,326,3天5时43分14秒
310,ochirly,ochirlyofficial,359683,female,生活,10,164619,5.6w,1680.4,16.8,4.79,50,459,18天21时32分19秒
311,菩小提,puxiaoti,339221,female,网红,12,127418,15.5w,1678.2,16.78,4.93,25,240,3天22时50分20秒
312,安诗雅轩female鞋,dyggw1l1uotl,665818,female,穿搭,0,192639,31.5w,1671.7,16.72,1.67,33,83,12天8时30分19秒
313,睦火火,muhuohuo88,1169312,female,穿搭,0,196927,10.8w,1671.1,16.71,4.95,68,187,13天3时28分37秒
314,恒实琥珀,hengshi888,368075,male,种草,14,55831,1.8w,1667.7,16.68,4.92,38,15135,23天10时6分7秒
315,瓜瓜呀服饰（周三新款）,Guagualala,249781,female,珠宝,0,108075,9.3w,1656.4,16.56,4.98,20,134,2天1时3分57秒
316,思懿-刀客定制,lizhuoran9062,461890,female,网红,12,15972,4433,1650.5,16.51,4.5,118,4656,25天21时46分10秒
317,北比小丸子,Zaoxingshibb,230065,female,美妆,8,351814,41.4w,1617.1,16.17,1.36,11,132,6天1时11分7秒
318,胖虎奢侈品鉴定中心,ponhu001,357113,male,珠宝,0,18748,3290,1643.7,16.44,4.9,107,2329,20天21时4分46秒
319,圆圆脸和小丸子,120943772,274915,female,穿搭,0,127849,6.3w,1613.1,16.13,5,28,368,6天17时17分21秒
320,唐熹轻奢female装,TANGXI88886,372492,female,穿搭,0,386171,7.2w,1638.1,16.38,5,27,135,4天5时5分20秒
321,嘉德御窑谢国福严选,jiadeyuyao,87054,male,文学艺术,13,23189,2.2w,1637.9,16.38,4.91,32,10326,7天16时44分19秒
322,老爸评测,daddylab,21819916,female,种草,14,368205,22.7w,1637.5,16.38,4.84,21,296,3天23时28分57秒
323,魏凡舒BABY（正在直播）,WEIFANSHU,626333,female,穿搭,0,142815,3.1w,1636.9,16.37,4.93,25,163,6天16时12分59秒
324,陈赫,191433445,72130450,male,明星,9,2204867,14.1w,1636.9,16.37,4.93,4,174,1天6时56分43秒
325,菲爷驾到,xiaofei0205,189561,female,穿搭,0,67792,6.2w,1628.8,16.29,4.99,44,168,4天22时3分38秒
326,苏宁易购超级买手,dyxfj7asje04,3109007,female,种草,14,259950,20.5w,1628.3,16.28,4.43,47,606,11天1时17分16秒
327,惟之家纺工厂店（18点直播）,YUJIEHOME,208993,female,种草,14,324735,17.3w,1613.5,16.14,4.74,27,702,6天6时11分23秒
328,玩机小讲堂,wanji_XJT,566777,male,科技,5,51136,1.0w,1611.2,16.11,4.45,41,78,13天20时8分36秒
329,林总夫妇,linzongff888,101484,female,珠宝,0,144044,11.0w,1609.6,16.1,4.87,11,1879,2天21时7分45秒
330,陈锐·铭记112(暂播铁头号晚8点),ManbaForever2424,237798,female,生活,10,159593,26.6w,1609,16.09,4.98,20,90,4天6时43分58秒
331,POLOSPORT专卖店,POLOSPORT3333,346459,male,生活,10,162608,17.3w,1606.8,16.07,4.55,27,131,5天2时32分1秒
332,睿夕female装早上8点直播上新福利,12021289,2210347,female,穿搭,0,203822,24.5w,1603.1,16.03,4.98,27,1031,7天3时33分14秒
333,东哥小个male装批发,933126198,160389,male,穿搭,0,150583,37.1w,1592,15.92,4.91,31,114,13天14时44分2秒
334,TENDER JINGER,TenderJinger,79014,male,穿搭,0,121437,6.9w,1580.8,15.81,4.93,11,611,1天11时50分58秒
335,毛光光·7.10早11点直播1周年庆,1134960564,14661531,male,搞笑,2,1798673,2.8w,1575,15.75,4.57,2,69,7时19分07秒
336,洪陵羊绒  口碑分满分5分,VV708408,734752,male,穿搭,0,29710,2.2w,1574.4,15.74,5,65,319,10天18时3分15秒
337,ONLY中国,ONLY_China,733161,female,穿搭,0,113181,6.2w,1574.3,15.74,4.89,71,393,15天10时24分48秒
338,yoyo,yoyo971204,2785059,female,网红,12,319804,10.4w,1573.1,15.73,4.98,15,409,3天5时49分59秒
339,丝意阁香云纱真丝(高薪招主播),syg210314,144189,female,穿搭,0,157587,2.6w,1567,15.67,1.61,44,96,25天19时27分50秒
340,漠里姐姐-牛梦琳,molijiejie7,5916814,female,生活,10,273188,22.8w,1563.4,15.63,5,43,34,4天8时5分32秒
341,深圳市罗湖区猫猫时尚服装店,fan33488,127695,female,穿搭,0,160629,16.5w,1554.8,15.55,4.88,52,520,8天20时59分16秒
342,何泓姗VivaHo,Viva0410,2033216,female,明星,9,1403325,10.6w,1544.1,15.44,4.42,4,203,1天10时48分23秒
343,戴拉轻奢female装,BY520316101,168181,female,穿搭,0,31168,6.1w,1539.8,15.4,4.9,33,1156,6天21时16分31秒
344,设计师阿爽-7月6日直播家装节,spzp_04,23042139,female,生活,10,146701,3.9w,1536.6,15.37,4.87,22,304,3天23时22秒
345,米兰站高端名品养护,MLZ00003,38824,female,穿搭,0,88848,2092,1524.9,16.56,1.69,38,1516,28天17时39分18秒
316,巴拉巴拉官方旗舰店,659988812,2397522,female,穿搭,0,133168,22.6w,1518.8,15.19,4.94,128,623,17天6时6分18秒
347,米兰站白菜奢侈品,mlz188188,32321,female,珠宝,0,74599,2287,1517.2,15.17,4.2,45,3504,26天20分57秒
348,东营开发区玉在东方玉器店,dysbq92j81wo,216862,female,种草,14,63731,5.1w,1513.3,15.13,4.73,42,6107,4天18时21分28秒
349,孙耀威,ericsuen,7859231,male,明星,9,4408377,5.1w,1510.5,15.11,4.69,3,130,22时49分05秒
350,金丰数码,HW2138781,1619858,female,科技,5,171431,3.3w,1502.6,15.03,4.06,30,199,8天12时46分19秒
351,朗姿官方旗舰店,LANCY_TMALL,237133,female,穿搭,0,51618,1.5w,1498.2,14.98,4.95,53,310,19天16时15分13秒
352,雪琪优选,xqyxxueqi,182793,male,种草,14,77986,15.1w,1493,14.93,4.97,18,9,10天23时40分59秒
353,小花妞,2046472201,7871185,female,美食,7,315857,105.7w,1491.8,14.92,4.72,88,397,29天17时5分6秒
354,航航家 上午10点大浮力,666888hang..,111966,female,穿搭,0,273730,13.6w,1481.4,14.81,4.94,27,603,7天14时22分53秒
355,白玉世家（上午6点开播）,baiyushijia1987,539040,female,文学艺术,13,52675,2.5w,1481.2,14.81,4.99,45,13141,23天12时25分23秒
356,军宇服装贸易,xuefuren8899,210544,female,穿搭,0,135578,24.2w,1480.8,14.81,1.96,33,1434,4天7时49分53秒
357,头号卖家,shumafen,66383,female,科技,5,28951,9335,1477.4,14.77,3.81,45,192,11天5时22分44秒
358,美谁妹妹,meishuimeimei,1535542,female,网红,12,713797,28.7w,1465.5,14.66,4.9,16,214,2天20时23分35秒
359,斯凯奇SKECHERS运动专卖店,SKECHERS8888,1592383,female,穿搭,0,187859,5.4w,1161.6,11.62,4.87,74,199,22天19时23分27秒
360,手镯之家,shouzhuozhijia,178989,female,珠宝,0,60519,2670,1453.8,14.54,4.94,31,4159,8天20时4分40秒
361,薇诺娜,WNN_WINONA,651018,female,美妆,8,118560,8.4w,1452,14.52,4.85,39,93,14天15时42分4秒
362,春哥严选家具（今晚21:00直播）,changehome,98474,female,生活,10,100619,1.1w,1450.5,14.51,3.65,20,784,4天9时19分17秒
363,我才是孙怡,190745542,11079965,female,明星,9,5663464,11.3w,1450.3,14.5,4.97,1,56,6时04分50秒
361,崔佳楠,sayi_,5211119,male,美妆,8,196081,13.4w,1447.7,14.48,4.94,8,174,2天13时28分50秒
365,阿姐家大麦 12点直播,AJJ20188888,1528442,female,穿搭,0,171367,10.0w,1441.4,14.41,4.8,30,153,7天13时12分32秒
366,一万李·国潮珠宝,1077444021,29292,male,珠宝,0,29767,3.3w,1440.1,14.4,4.59,22,3240,4天10时49分53秒
367,森迪大牌服饰,sendi530,1168259,female,穿搭,0,177524,8.8w,1138.6,11.39,4.77,43,24048,23天9时26分13秒
368,FIVE PLUS,FIVEPLUSFASHION,335544,female,穿搭,0,106511,7.0w,1131.6,11.32,4.94,50,301,19天4时11分49秒
369,黄加蓝Lora：新品准备中，周二大上新,22892643,730046,female,网红,12,299929,13.2w,1424.7,14.25,4.89,19,362,4天8时24分49秒
370,轻刻旅行,qinkertravel,546734,female,旅行,6,38466,1.1w,1422.6,14.23,4.86,33,191,15天7时2分55秒
371,娘娘来了（晚6点娘娘小号包包浮力专场啦),NNLL0798,1321424,female,穿搭,0,344859,19.5w,1119.6,11.2,4.71,14,553,2天9时53分3秒
372,深哥家具（今晚8点半百年胡桃),1858901117,66110,female,生活,10,111908,1.1w,1419.2,14.19,3.76,20,571,2天16时18分5秒
373,小花奢侈品青青Ginger,dy7qfgww5tfx,81222,female,珠宝,0,19490,2909,1413.8,14.14,4.46,36,1535,5天19时11分29秒
374,丹妮茶叶,dyfiyt1k1g74,469608,female,生活,10,131581,11.3w,1411.2,14.11,4.75,26,103,6天12时18秒
375,郭幂幂（下午3点直播）,YUJIE6616,756009,female,穿搭,0,205574,11.8w,1410,14.1,4.92,24,398,4天11时17分1秒
376,小范的海鲜美食,85587700fan,3804589,male,美食,7,114115,18.7w,1408.5,14.09,5,49,42,19天23时9分45秒
377,LYNEE设计师品牌服装,LYNEE7799,497537,female,穿搭,0,38553,3.0w,1407,14.07,4.99,49,286,13天16时31分7秒
378,霜霜大人（今晚7点05分直播大上新）,ss324324,111335,female,穿搭,0,68782,6.1w,1405.5,14.06,4.98,23,451,4天9时58分5秒
379,完美日记,PERFECTDIARY,1536066,female,美妆,8,294954,18.8w,1389.2,13.89,5,33,73,20天32分34秒
380,浣溪沙真丝香云纱,HXRRXH,136991,female,穿搭,0,28035,2.1w,1387.3,13.87,5,97,100,19天6时55分11秒
381,歌德老酒行官方旗舰店,gdljh,82813,female,生活,10,100933,5333,1386.4,13.86,4.86,31,140,8天1时25分6秒
382,娄艺潇,142152200,21127007,female,明星,9,5029439,13.7w,1382.8,13.83,4.62,2,126,14时35分43秒
383,郭大千金,daqianjin0000005,122827,female,生活,10,97453,3.7w,1381.5,13.82,4.06,55,211,3天10时41分36秒
384,本木工艺品2店,Daz2021,374304,female,种草,14,233155,25.3w,1376.9,13.77,4.73,31,2722,5天11时44分5秒
385,小惠好物优选,946097766,482015,female,珠宝,0,116932,19.9w,1376.3,13.76,4.23,31,10,21天21时34分33秒
386,海澜之家,HLA66666,3059480,male,穿搭,0,306727,18.0w,1375,13.75,4.88,59,267,20天23时51秒
387,方琼,99fangqiong,10051949,female,明星,9,1105842,12.4w,1370.5,13.71,4.73,7,153,1天13时1分4秒
388,薛之谦,717XUEJOKER,30889609,male,明星,9,12748163,10.3w,1366.3,13.66,4.79,1,58,5时33分05秒
389,老male人说奢侈品鉴定-真相揭秘,4006680681ANJ,2063755,male,珠宝,0,59665,1067,1364.6,13.65,4.98,32,1771,6天22时57分29秒
390,梦婷教穿搭卓格电子商务商行,hmt209914,611129,female,穿搭,0,153165,17.9w,1360.1,13.6,4.57,40,145,17天11时31分42秒
391,爱朴大码female装,dy3sr245pwtf,841090,female,穿搭,0,63895,9.8w,1355.9,13.56,4.97,130,157,19天1时6分58秒
392,浩哥female装,107957000,657055,female,穿搭,0,217544,12.7w,1355.2,13.55,4.82,30,543,6天17时18分31秒
393,翡师兄珠宝,csw8889999,439608,female,珠宝,0,35370,9532,1354.1,13.54,4.45,33,8461,25天20时15分10秒
394,昕昕严选（明天早上八点新品牌来咯～）,xxyanxuan,156705,female,穿搭,0,75054,3.5w,1354.1,13.54,1.69,38,1106,6天23时31分13秒
395,李宁体育,198958222,3292667,female,穿搭,0,217961,8.5w,1341.2,13.41,4.97,69,424,20天19时51分41秒
396,理肤泉,LarochePosay,153226,female,美妆,8,212603,8.9w,1337,13.37,4.92,32,112,22天16时15秒
397,复古日记国风female装,mefound,1123805,female,穿搭,0,40719,2.7w,1336.1,13.36,4.88,88,990,22天8时23分3秒
398,德御珠宝优选7.4日水晶南红,deyuzhubaoyx,62330,male,珠宝,0,61152,5.2w,1336.3,13.36,4.68,20,4975,5天7时57分20秒
399,杨依姗（今晚休息）,3281726,1673814,female,网红,12,170845,12.1w,1335.3,13.35,4.94,29,231,4天16时17分51秒
400,中顺洁柔旗舰店,JR18662908363,630635,female,种草,14,300158,38.5w,1335.2,13.35,4.85,50,87,14天19时20分52秒
401,周六福珠宝官方旗舰店,Hkx3333,7203129,female,珠宝,0,192386,7.7w,1334.7,13.35,4.53,26,389,5天5时47分7秒
402,思懿-翡翠买手,Boomxiakalaka1,284737,female,珠宝,0,32252,5.0w,1331.9,13.32,4.77,121,24543,24天17时5分10秒
403,大管家奢库,ANJLE888,453535,male,珠宝,0,20149,1516,1328.3,13.28,4.84,96,3506,18天2时29分10秒
404,君君MG,Jayz0712,689907,female,种草,14,178561,7.7w,1323.4,13.23,4.58,14,296,4天17时28分48秒
405,几米,289302113,1783551,female,美妆,8,361781,26.1w,1322.7,34.04,4.94,19,149,2天19时32分15秒
406,小布家居,Miss.Y89,703186,female,生活,10,248850,14.6w,1321.4,13.21,4.93,28,342,4天7时54分49秒
407,SOHO星光服饰（康老师个人号),2191844001,213545,male,穿搭,0,61085,3.7w,1320.3,13.2,4.9,67,157,8天16时26分12秒
408,蜜客形象美学,mkxxmx1,1580270,female,珠宝,0,112479,6.1w,1319.8,13.2,4.93,16,276,2天4时53分49秒
409,TCH旗舰店,TCH56789,174889,female,穿搭,0,60707,1.9w,1316.6,13.17,4.92,40,442,23天4时7分33秒
410,中国金（杰哥严选）,Xiaojiezgzb,164832,male,珠宝,0,74521,6.9w,1314.1,13.14,4.35,55,3472,3天7时40分59秒
411,简汌私人定制,paipaima050419,274433,female,穿搭,0,27919,2.5w,1312.9,13.13,4.88,22,322,3天3时10分6秒
412,景德镇·墨舍茶瓷文化,moshe6666,116977,female,文学艺术,13,14142,1.3w,1312.8,13.13,4.86,112,15844,15天23时1分55秒
413,白白叶叶??7月6日20:00直播,yeyelovebaby,1431585,male,美妆,8,161092,17.4w,1309.7,13.1,4.73,11,405,1天7时51分16秒
414,小小菲子酱 服饰,2153698987,1432545,female,穿搭,0,256022,20.6w,1308.6,13.09,4.75,31,324,5天17时18分51秒
415,悠悠童话童装,98136196,1243375,male,穿搭,0,327028,47.5w,1305.6,32.96,4.94,27,1747,1天22时19分6秒
